abasourdissez	a.ba.zuʁ.di.se
abasourdissiez	a.ba.zuʁ.di.sje
abasourdissions	a.ba.zuʁ.di.sjɔ̃
abasourdissons	a.ba.zuʁ.di.sɔ̃
abasourdit	a.ba.zuʁ.di
abasourdît	a.ba.zuʁ.di
abasourdîtes	a.ba.zuʁ.dit
abat	a.ba
abâtardissement	a.bɑ.taʁ.dis.mɑ̃
abattage	a.ba.taʒ
abattement	a.bat.mɑ̃
abatteur	a.ba.tœʁ
abatteurs	a.ba.tœʁ
abatteuse	a.ba.tøz
abattis	a.ba.ti
abattoir	a.ba.twaʁ
abattre	a.batʁ
abaxial	a.bak.sjal
abaya	a.ba.ja
abbaroise	a.ba.ʁwaz
abbasside	a.ba.sid
abbatial	a.ba.sjal
abbaye	a.be.i
abbaye	a.bɛ.i
abbé	a.be
abbecourtoise	ab.kuʁ.twaz
abbécourtoise	a.be.kuʁ.twaz
abbenanaise	a.be.na.nɛz
abbesse	a.bɛs
Abbeville	ab.vil
Abbevillois	ab.vi.lwa
Abbevilloise	ab.vi.lwaz
Abby	a.bi
abc	a.be.se
abcéder	ap.se.de
abcès	ap.sɛ
Abdias	ab.djɑ
abdication	ab.di.ka.sjɔ̃
abdicatives	ab.di.ka.tiv
abdique	ab.dik
abdiquer	ab.di.ke
abdiques	ab.dik
abdo	ab.do
abdomen	ab.dɔ.mɛn
abdominal	ab.dɔ.mi.nal
abdominale	ab.dɔ.mi.nal
abdominales	ab.dɔ.mi.nal
abdominaux	ab.dɔ.mi.no
abdos	ab.do
Abdoul	ab.dul
Abdoulaye	ab.du.la.i
Abdoulla	ab.du.la
abducteur	ab.dyk.tœʁ
abductif	ab.dyk.tif
abduction	ab.dyk.sjɔ̃
abductions	ab.dyk.sjɔ̃
Abeau	a.bo
abécédaire	a.be.se.dɛʁ
abée	a.be
abeilardiser	a.bɛ.laʁ.di.ze
abeille	a.bɛj
abeillée	a.bɛ.je
Abel	a.bɛl
Abélard	a.be.laʁ
Abélia	a.be.lja
abélianiser	a.be.lja.ni.ze
abélien	a.be.ljɛ̃
Abelin	a.blɛ̃
abéliser	a.be.li.ze
Abelone	a.blɔn
Aberdeen	a.bɛʁ.din
abérier	a.be.ʁje
aberra	a.bɛ.ʁa
aberrai	a.bɛ.ʁe
aberraient	a.bɛ.ʁɛ
aberrais	a.bɛ.ʁɛ
aberrait	a.bɛ.ʁɛ
aberrâmes	a.bɛ.ʁɑm
aberrance	a.bɛ.ʁɑ̃s
aberrant	a.bɛ.ʁɑ̃
aberrante	a.bɛ.ʁɑ̃t
aberrantes	a.bɛ.ʁɑ̃t
aberrants	a.bɛ.ʁɑ̃
aberras	a.bɛ.ʁɑ
aberrasse	a.bɛ.ʁas
aberrassent	a.bɛ.ʁas
aberrasses	a.bɛ.ʁas
aberrassiez	a.bɛ.ʁa.sje
aberrassions	a.bɛ.ʁa.sjɔ̃
aberrât	a.bɛ.ʁɑ
aberrâtes	a.bɛ.ʁɑt
aberration	a.bɛ.ʁa.sjɔ̃
aberrations	a.bɛ.ʁa.sjɔ̃
aberre	a.bɛʁ
aberré	a.bɛ.ʁe
aberrent	a.bɛʁ
aberrera	a.bɛ.ʁə.ʁa
aberrerai	a.bɛ.ʁə.ʁe
aberreraient	a.bɛ.ʁə.ʁɛ
aberrerais	a.bɛ.ʁə.ʁɛ
aberrerait	a.bɛ.ʁə.ʁɛ
aberreras	a.bɛ.ʁə.ʁɑ
aberrèrent	a.bɛ.ʁɛʁ
aberrerez	a.bɛ.ʁə.ʁe
aberreriez	a.bɛ.ʁə.ʁje
aberrerions	a.bɛ.ʁə.ʁjɔ̃
aberrerons	a.bɛ.ʁə.ʁɔ̃
aberreront	a.bɛ.ʁə.ʁɔ̃
aberres	a.bɛʁ
aberrez	a.bɛ.ʁe
aberriez	a.bɛ.ʁje
aberrions	a.bɛ.ʁjɔ̃
aberrons	a.bɛ.ʁɔ̃
abessif	a.bɛ.sif
abessif	a.be.sif
abêtifier	a.be.ti.fje
abêtir	a.bɛ.tiʁ
abêtir	a.be.tiʁ
abêtissement	a.bɛ.tis.mɑ̃
abêtissements	a.bɛ.tis.mɑ̃
abeurver	a.bœʁ.ve
abhorrer	a.bɔ.ʁe
Abidjan	a.bi.dʒɑ̃
abies	a.bjɛs
abiétinée	a.bje.ti.ne
abigéat	a.bi.ʒe.a
abime	a.bim
abîme	a.bim
abîmer	a.bi.me
abject	ab.ʒɛkt
abjection	ab.ʒɛk.sjɔ̃
abjuration	ab.ʒy.ʁa.sjɔ̃
abjurer	ab.ʒy.ʁe
Abkhazie	ap.ka.zi
ablater	a.bla.te
ablatif	a.bla.tif
ablative	a.bla.tiv
ableret	a.blə.ʁɛ
ablette	a.blɛt
ablier	a.bli.je
abnégation	ab.ne.ɡa.sjɔ̃
aboi	a.bwa
aboiement	a.bwa.mɑ̃
aboiteau	a.bwa.to
aboli	a.bɔ.li
abolir	a.bɔ.liʁ
abolissable	a.bɔ.li.sabl
abolissables	a.bɔ.li.sabl
abolition	a.bɔ.li.sjɔ̃
abolitionnisme	a.bɔ.li.sjɔ.nism
abolitionnismes	a.bɔ.li.sjɔ.nism
abolitionniste	a.bɔ.li.sjɔ.nist
Abomey	a.bɔ.mɛ
abomiffreuse	a.bɔ.mi.fʁøz
abomina	a.bɔ.mi.na
abominable	a.bɔ.mi.nabl
abominables	a.bɔ.mi.nabl
abominai	a.bɔ.mi.ne
abominaient	a.bɔ.mi.nɛ
abominais	a.bɔ.mi.nɛ
abominait	a.bɔ.mi.nɛ
abominâmes	a.bɔ.mi.nɑm
abominant	a.bɔ.mi.nɑ̃
abominas	a.bɔ.mi.nɑ
abominasse	a.bɔ.mi.nas
abominassent	a.bɔ.mi.nas
abominasses	a.bɔ.mi.nas
abominassiez	a.bɔ.mi.na.sje
abominassions	a.bɔ.mi.na.sjɔ̃
abominât	a.bɔ.mi.nɑ
abominâtes	a.bɔ.mi.nɑt
abomination	a.bɔ.mi.na.sjɔ̃
abomine	a.bɔ.min
abominé	a.bɔ.mi.ne
abominent	a.bɔ.min
abominer	a.bɔ.mi.ne
abominera	a.bɔ.min.ʁa
abominerai	a.bɔ.min.ʁe
abomineraient	a.bɔ.min.ʁɛ
abominerais	a.bɔ.min.ʁɛ
abominerait	a.bɔ.min.ʁɛ
abomineras	a.bɔ.min.ʁɑ
abominèrent	a.bɔ.mi.nɛʁ
abominerez	a.bɔ.min.ʁe
abomineriez	a.bɔ.mi.nə.ʁje
abominerions	a.bɔ.mi.nə.ʁjɔ̃
abominerons	a.bɔ.min.ʁɔ̃
abomineront	a.bɔ.min.ʁɔ̃
abomines	a.bɔ.min
abominez	a.bɔ.mi.ne
abominiez	a.bɔ.mi.nje
abominions	a.bɔ.mi.njɔ̃
abominons	a.bɔ.mi.nɔ̃
abondamment	a.bɔ̃.da.mɑ̃
abondance	a.bɔ̃.dɑ̃s
abondant	a.bɔ̃.dɑ̃
abondement	a.bɔ̃d.mɑ̃
abonder	a.bɔ̃.de
abonné	a.bɔ.ne
abonnement	a.bɔn.mɑ̃
abonner	a.bɔ.ne
abonni	a.bɔ.ni
abonnîmes	a.bɔ.nim
abonnira	a.bɔ.ni.ʁa
abonnirai	a.bɔ.ni.ʁe
abonniraient	a.bɔ.ni.ʁɛ
abonnirais	a.bɔ.ni.ʁɛ
abonnirait	a.bɔ.ni.ʁɛ
abonniras	a.bɔ.ni.ʁɑ
abonnirent	a.bɔ.niʁ
abonnirez	a.bɔ.ni.ʁe
abonniriez	a.bɔ.ni.ʁje
abonnirions	a.bɔ.ni.ʁjɔ̃
abonnirons	a.bɔ.ni.ʁɔ̃
abonniront	a.bɔ.ni.ʁɔ̃
abonnis	a.bɔ.ni
abonnissaient	a.bɔ.ni.sɛ
abonnissais	a.bɔ.ni.sɛ
abonnissait	a.bɔ.ni.sɛ
abonnissant	a.bɔ.ni.sɑ̃
abonnisse	a.bɔ.nis
abonnissement	a.bɔ.nis.mɑ̃
abonnissent	a.bɔ.nis
abonnisses	a.bɔ.nis
abonnissez	a.bɔ.ni.se
abonnissiez	a.bɔ.ni.sje
abonnissions	a.bɔ.ni.sjɔ̃
abonnissons	a.bɔ.ni.sɔ̃
abonnit	a.bɔ.ni
abonnît	a.bɔ.ni
abonnîtes	a.bɔ.nit
abord	a.bɔʁ
abordable	a.bɔʁ.dabl
abordables	a.bɔʁ.dabl
aborder	a.bɔʁ.de
abordeur	a.bɔʁ.dœʁ
aborigène	a.bɔ.ʁi.ʒɛn
Aborigène	a.bɔ.ʁi.ʒɛn
aborner	a.bɔʁ.ne
abornerait	a.bɔʁ.nə.ʁɛ
abot	a.bo
aboteau	a.bɔ.to
Abou	a.bu
aboudabienne	a.bu.da.bjɛn
aboudhabienne	a.bu.da.bjɛn
abougrie	a.bu.ɡʁi
abouler	a.bu.le
aboutîmes	a.bu.tim
aboutir	a.bu.tiʁ
aboutira	a.bu.ti.ʁa
aboutirai	a.bu.ti.ʁe
aboutiraient	a.bu.ti.ʁɛ
aboutirais	a.bu.ti.ʁɛ
aboutirait	a.bu.ti.ʁɛ
aboutiras	a.bu.ti.ʁɑ
aboutirent	a.bu.tiʁ
aboutirez	a.bu.ti.ʁe
aboutiriez	a.bu.ti.ʁje
aboutirions	a.bu.ti.ʁjɔ̃
aboutirons	a.bu.ti.ʁɔ̃
aboutiront	a.bu.ti.ʁɔ̃
aboutis	a.bu.ti
aboutissaient	a.bu.ti.sɛ
aboutissais	a.bu.ti.sɛ
aboutissait	a.bu.ti.sɛ
aboutissant	a.bu.ti.sɑ̃
aboutisse	a.bu.tis
aboutissement	a.bu.tis.mɑ̃
aboutissent	a.bu.tis
aboutisses	a.bu.tis
aboutissez	a.bu.ti.se
aboutissiez	a.bu.ti.sje
aboutissions	a.bu.ti.sjɔ̃
aboutissons	a.bu.ti.sɔ̃
aboutit	a.bu.ti
aboutît	a.bu.ti
aboutîtes	a.bu.tit
aboyer	a.bwa.je
abracadabra	a.bʁa.ka.da.bʁa
abracadabrant	a.bʁa.ka.da.bʁɑ̃
abracadabrantesque	a.bʁa.ka.da.bʁɑ̃.tɛsk
Abraham	a.bʁa.am
abrasa	a.bʁa.za
abrasai	a.bʁa.ze
abrasaient	a.bʁa.zɛ
abrasais	a.bʁa.zɛ
abrasait	a.bʁa.zɛ
abrasâmes	a.bʁa.zɑm
abrasant	a.bʁa.zɑ̃
abrasas	a.bʁa.zɑ
abrasasse	a.bʁa.zas
abrasassent	a.bʁa.zas
abrasasses	a.bʁa.zas
abrasassiez	a.bʁa.za.sje
abrasassions	a.bʁa.za.sjɔ̃
abrasât	a.bʁa.zɑ
abrasâtes	a.bʁa.zɑt
abrase	a.bʁaz
abrasé	a.bʁa.ze
abrasent	a.bʁaz
abraser	a.bʁa.ze
abrasera	a.bʁaz.ʁa
abraserai	a.bʁaz.ʁe
abraseraient	a.bʁaz.ʁɛ
abraserais	a.bʁaz.ʁɛ
abraserait	a.bʁaz.ʁɛ
abraseras	a.bʁaz.ʁɑ
abrasèrent	a.bʁa.zɛʁ
abraserez	a.bʁaz.ʁe
abraseriez	a.bʁa.zə.ʁje
abraserions	a.bʁa.zə.ʁjɔ̃
abraserons	a.bʁaz.ʁɔ̃
abraseront	a.bʁaz.ʁɔ̃
abrases	a.bʁaz
abrasez	a.bʁa.ze
abrasiez	a.bʁa.zje
abrasif	a.bʁa.zif
abrasons	a.bʁa.zɔ̃
abréagi	a.bʁe.a.ʒi
abréagîmes	a.bʁe.a.ʒim
abréagir	a.bʁe.a.ʒiʁ
abréagira	a.bʁe.a.ʒi.ʁa
abréagirai	a.bʁe.a.ʒi.ʁe
abréagiraient	a.bʁe.a.ʒi.ʁɛ
abréagirais	a.bʁe.a.ʒi.ʁɛ
abréagirait	a.bʁe.a.ʒi.ʁɛ
abréagiras	a.bʁe.a.ʒi.ʁɑ
abréagirent	a.bʁe.a.ʒiʁ
abréagirez	a.bʁe.a.ʒi.ʁe
abréagiriez	a.bʁe.a.ʒi.ʁje
abréagirions	a.bʁe.a.ʒi.ʁjɔ̃
abréagirons	a.bʁe.a.ʒi.ʁɔ̃
abréagiront	a.bʁe.a.ʒi.ʁɔ̃
abréagis	a.bʁe.a.ʒi
abréagissaient	a.bʁe.a.ʒi.sɛ
abréagissais	a.bʁe.a.ʒi.sɛ
abréagissait	a.bʁe.a.ʒi.sɛ
abréagissant	a.bʁe.a.ʒi.sɑ̃
abréagisse	a.bʁe.a.ʒis
abréagissent	a.bʁe.a.ʒis
abréagisses	a.bʁe.a.ʒis
abréagissez	a.bʁe.a.ʒi.se
abréagissiez	a.bʁe.a.ʒi.sje
abréagissions	a.bʁe.a.ʒi.sjɔ̃
abréagissons	a.bʁe.a.ʒi.sɔ̃
abréagit	a.bʁe.a.ʒi
abréagît	a.bʁe.a.ʒi
abréagîtes	a.bʁe.a.ʒit
abrégé	a.bʁe.ʒe
abrègement	a.bʁɛʒ.mɑ̃
abrégement	a.bʁɛʒ.mɑ̃
abréger	a.bʁe.ʒe
abreuver	a.bʁœ.ve
abreuvoir	a.bʁœ.vwaʁ
abréviateur	a.bʁe.vja.tœʁ
abréviation	a.bʁe.vja.sjɔ̃
abrévier	a.bʁe.vje
abréviez	a.bʁe.vje
abri	a.bʁi
abria	a.bʁi.ja
abrias	a.bʁi.ja
abriât	a.bʁi.ja
abribus	a.bʁi.bys
abricot	a.bʁi.ko
abricoté	a.bʁi.kɔ.te
abricotier	a.bʁi.kɔ.tje
abricotine	a.bʁi.kɔ.tin
abrier	a.bʁi.je
abris	a.bʁi
abriter	a.bʁi.te
abrivent	a.bʁi.vɑ̃
abrogation	a.bʁɔ.ɡa.sjɔ̃
abrogatrice	a.bʁɔ.ɡa.tʁis
abroge	a.bʁɔʒ
abrogé	a.bʁɔ.ʒe
abrogea	a.bʁɔ.ʒa
abrogeable	a.bʁɔ.ʒabl
abrogeables	a.bʁɔ.ʒabl
abrogeai	a.bʁɔ.ʒe
abrogeaient	a.bʁɔ.ʒɛ
abrogeais	a.bʁɔ.ʒɛ
abrogeait	a.bʁɔ.ʒɛ
abrogeâmes	a.bʁɔ.ʒɑm
abrogeant	a.bʁɔ.ʒɑ̃
abrogeas	a.bʁɔ.ʒɑ
abrogeasse	a.bʁɔ.ʒas
abrogeassent	a.bʁɔ.ʒas
abrogeasses	a.bʁɔ.ʒas
abrogeassiez	a.bʁɔ.ʒa.sje
abrogeassions	a.bʁɔ.ʒa.sjɔ̃
abrogeât	a.bʁɔ.ʒɑ
abrogeâtes	a.bʁɔ.ʒɑt
abrogent	a.bʁɔʒ
abrogeons	a.bʁɔ.ʒɔ̃
abroger	a.bʁɔ.ʒe
abrogera	a.bʁɔʒ.ʁa
abrogerai	a.bʁɔʒ.ʁe
abrogeraient	a.bʁɔʒ.ʁɛ
abrogerais	a.bʁɔʒ.ʁɛ
abrogerait	a.bʁɔʒ.ʁɛ
abrogeras	a.bʁɔʒ.ʁɑ
abrogèrent	a.bʁɔ.ʒɛʁ
abrogerez	a.bʁɔʒ.ʁe
abrogeriez	a.bʁɔ.ʒə.ʁje
abrogerions	a.bʁɔ.ʒə.ʁjɔ̃
abrogerons	a.bʁɔʒ.ʁɔ̃
abrogeront	a.bʁɔʒ.ʁɔ̃
abroges	a.bʁɔʒ
abrogez	a.bʁɔ.ʒe
abrogiez	a.bʁɔ.ʒje
abrogions	a.bʁɔ.ʒjɔ̃
abrouti	a.bʁu.ti
abroutîmes	a.bʁu.tim
abroutir	a.bʁu.tiʁ
abroutira	a.bʁu.ti.ʁa
abroutirai	a.bʁu.ti.ʁe
abroutiraient	a.bʁu.ti.ʁɛ
abroutirais	a.bʁu.ti.ʁɛ
abroutirait	a.bʁu.ti.ʁɛ
abroutiras	a.bʁu.ti.ʁɑ
abroutirent	a.bʁu.tiʁ
abroutirez	a.bʁu.ti.ʁe
abroutiriez	a.bʁu.ti.ʁje
abroutirions	a.bʁu.ti.ʁjɔ̃
abroutirons	a.bʁu.ti.ʁɔ̃
abroutiront	a.bʁu.ti.ʁɔ̃
abroutis	a.bʁu.ti
abroutissaient	a.bʁu.ti.sɛ
abroutissais	a.bʁu.ti.sɛ
abroutissait	a.bʁu.ti.sɛ
abroutissant	a.bʁu.ti.sɑ̃
abroutisse	a.bʁu.tis
abroutissent	a.bʁu.tis
abroutisses	a.bʁu.tis
abroutissez	a.bʁu.ti.se
abroutissiez	a.bʁu.ti.sje
abroutissions	a.bʁu.ti.sjɔ̃
abroutissons	a.bʁu.ti.sɔ̃
abroutit	a.bʁu.ti
abroutît	a.bʁu.ti
abroutîtes	a.bʁu.tit
abrupt	a.bʁypt
abruptement	a.bʁyp.tə.mɑ̃
abruti	a.bʁy.ti
abrutîmes	a.bʁy.tim
abrutira	a.bʁy.ti.ʁa
abrutirai	a.bʁy.ti.ʁe
abrutiraient	a.bʁy.ti.ʁɛ
abrutirais	a.bʁy.ti.ʁɛ
abrutirait	a.bʁy.ti.ʁɛ
abrutiras	a.bʁy.ti.ʁɑ
abrutirent	a.bʁy.tiʁ
abrutirez	a.bʁy.ti.ʁe
abrutiriez	a.bʁy.ti.ʁje
abrutirions	a.bʁy.ti.ʁjɔ̃
abrutirons	a.bʁy.ti.ʁɔ̃
abrutiront	a.bʁy.ti.ʁɔ̃
abrutis	a.bʁy.ti
abrutissaient	a.bʁy.ti.sɛ
abrutissais	a.bʁy.ti.sɛ
abrutissait	a.bʁy.ti.sɛ
abrutissant	a.bʁy.ti.sɑ̃
abrutisse	a.bʁy.tis
abrutissent	a.bʁy.tis
abrutisses	a.bʁy.tis
abrutissez	a.bʁy.ti.se
abrutissiez	a.bʁy.ti.sje
abrutissions	a.bʁy.ti.sjɔ̃
abrutissons	a.bʁy.ti.sɔ̃
abrutit	a.bʁy.ti
abrutît	a.bʁy.ti
abrutîtes	a.bʁy.tit
Abruzzes	a.bʁyz
abscisse	ap.sis
abscission	ap.si.sjɔ̃
abscons	ap.skɔ̃
absconse	ap.skɔ̃s
absence	ap.sɑ̃s
absent	ap.sɑ̃
absenter	ap.sɑ̃.te
absents	ap.sɑ̃
abside	ap.sid
absidial	ap.si.djal
absidiale	ap.si.djal
absinthe	ap.sɛ̃t
absinthée	ap.sɛ̃.te
absolu	ap.sɔ.ly
absolue	ap.sɔ.ly
absolues	ap.sɔ.ly
absolument	ap.sɔ.ly.mɑ̃
absolus	ap.sɔ.ly
absolution	ap.sɔ.ly.sjɔ̃
absolutisme	ap.sɔ.ly.tism
absolutrice	ap.sɔ.ly.tʁis
absorbable	ap.sɔʁ.babl
absorbant	ap.sɔʁ.bɑ̃
absorbent	ap.sɔʁ.bɑ̃
absorber	ap.sɔʁ.be
absorption	ap.sɔʁp.sjɔ̃
absorptivité	ap.sɔʁp.ti.vi.te
absoudre	ap.sudʁ
absous	ap.su
absout	ap.su
abstème	ap.stɛm
abstenir	ap.stə.niʁ
abstention	ap.stɑ̃.sjɔ̃
abstinent	ap.sti.nɑ̃
abstraction	ap.stʁak.sjɔ̃
abstractionnisme	ap.stʁak.sjɔ.nism
abstractionnismes	ap.stʁak.sjɔ.nism
abstractions	ap.stʁak.sjɔ̃
abstraire	ap.stʁɛʁ
abstrait	ap.stʁɛ
abstrus	ap.stʁy
absurde	ap.syʁd
absurdement	ap.syʁ.də.mɑ̃
absurdie	ap.syʁ.di
absurdité	ap.syʁ.di.te
abus	a.by
abusa	a.by.za
abusai	a.by.ze
abusaient	a.by.zɛ
abusais	a.by.zɛ
abusait	a.by.zɛ
abusâmes	a.by.zɑm
abusant	a.by.zɑ̃
abusas	a.by.zɑ
abusasse	a.by.zas
abusassent	a.by.zas
abusasses	a.by.zas
abusassiez	a.by.za.sje
abusassions	a.by.za.sjɔ̃
abusât	a.by.zɑ
abusâtes	a.by.zɑt
abusent	a.byz
abuser	a.by.ze
abusera	a.byz.ʁa
abuserai	a.byz.ʁe
abuseraient	a.byz.ʁɛ
abuserais	a.byz.ʁɛ
abuserait	a.byz.ʁɛ
abuseras	a.byz.ʁɑ
abusèrent	a.by.zɛʁ
abuserez	a.byz.ʁe
abuseriez	a.by.zə.ʁje
abuserions	a.by.zə.ʁjɔ̃
abuserons	a.byz.ʁɔ̃
abuseront	a.byz.ʁɔ̃
abuses	a.byz
abusez	a.by.ze
abusiez	a.by.zje
abusif	a.by.zif
abusions	a.by.zjɔ̃
abusivement	a.by.ziv.mɑ̃
abusons	a.by.zɔ̃
abyme	a.bim
abyssal	a.bi.sal
abyssin	a.bi.sɛ̃
Abyssinie	a.bi.si.ni
abyssinien	a.bi.si.njɛ̃
acabit	a.ka.bi
acacia	a.ka.sja
académicien	a.ka.de.mi.sjɛ̃
académicienne	a.ka.de.mi.sjɛn
académie	a.ka.de.mi
académique	a.ka.de.mik
académiste	a.ka.de.mist
acafalée	a.ka.fa.le
açaï	a.sa.i
açaï	a.saj
acajou	a.ka.ʒu
acalifourchonnée	a.ka.li.fuʁ.ʃɔ.ne
acanthe	a.kɑ̃t
acanthé	a.kɑ̃.te
acanthée	a.kɑ̃.te
acanthées	a.kɑ̃.te
acanthés	a.kɑ̃.te
acanthocarpe	a.kɑ̃.tɔ.kaʁp
acanthure	a.kɑ̃.tyʁ
acapsulée	a.kap.sy.le
acariâtre	a.ka.ʁjɑtʁ
acarien	a.ka.ʁjɛ̃
acastilleur	a.kas.ti.jœʁ
accabler	a.kɑ.ble
accabler	a.ka.ble
accadienne	a.ka.djɛn
accalminée	a.kal.mi.ne
accaparer	a.ka.pa.ʁe
accéder	ak.se.de
accéléra	ak.se.le.ʁa
accélérai	ak.se.le.ʁe
accélérateur	ak.se.le.ʁa.tœʁ
accélération	ak.se.le.ʁa.sjɔ̃
accélère	ak.se.lɛʁ
accélèrent	ak.se.lɛʁ
accélérer	ak.se.le.ʁe
accélérèrent	ak.se.le.ʁɛʁ
accélères	ak.se.lɛʁ
accélérez	ak.se.le.ʁe
accélérons	ak.se.le.ʁɔ̃
accent	ak.sɑ̃
accentuelle	ak.sɑ̃.tɥɛl
accentuer	ak.sɑ̃.tɥe
acceptable	ak.sɛp.tabl
acceptables	ak.sɛp.tabl
acceptant	ak.sɛp.tɑ̃
acceptante	ak.sɛp.tɑ̃t
acceptation	ak.sɛp.ta.sjɔ̃
acceptative	ak.sɛp.ta.tiv
accepté	ak.sɛp.te
accepter	ak.sɛp.te
acception	ak.sɛp.sjɔ̃
acceptions	ak.sɛp.sjɔ̃
acceptions	ak.sɛp.tjɔ̃
accès	ak.sɛ
accesseur	ak.sɛ.sœʁ
accessible	ak.sɛ.sibl
accessible	ak.se.sibl
accessibles	ak.sɛ.sibl
accessit	aksɛsit
accessit	aksesit
accessoire	ak.se.swaʁ
accessoiriser	ak.sɛ.swa.ʁi.ze
accident	ak.si.dɑ̃
accidenté	ak.si.dɑ̃.te
accidentel	ak.si.dɑ̃.tɛl
accidentellement	ak.si.dɑ̃.tɛl.mɑ̃
accipitrin	ak.si.pi.tʁɛ̃
accipitrine	ak.si.pi.tʁin
accipitrines	ak.si.pi.tʁin
accipitrins	ak.si.pi.tʁɛ̃
accisien	ak.si.zjɛ̃
accisienne	ak.si.zjɛn
acclama	a.kla.ma
acclamai	a.kla.me
acclamaient	a.kla.mɛ
acclamais	a.kla.mɛ
acclamait	a.kla.mɛ
acclamâmes	a.kla.mɑm
acclamant	a.kla.mɑ̃
acclamas	a.kla.mɑ
acclamasse	a.kla.mas
acclamassent	a.kla.mas
acclamasses	a.kla.mas
acclamassiez	a.kla.ma.sje
acclamassions	a.kla.ma.sjɔ̃
acclamât	a.kla.mɑ
acclamâtes	a.kla.mɑt
acclamation	a.kla.ma.sjɔ̃
acclamative	a.kla.ma.tiv
acclame	a.klam
acclamé	a.kla.me
acclament	a.klam
acclamer	a.kla.me
acclamera	a.klam.ʁa
acclamerai	a.klam.ʁe
acclameraient	a.klam.ʁɛ
acclamerais	a.klam.ʁɛ
acclamerait	a.klam.ʁɛ
acclameras	a.klam.ʁɑ
acclamèrent	a.kla.mɛʁ
acclamerez	a.klam.ʁe
acclameriez	a.kla.mə.ʁje
acclamerions	a.kla.mə.ʁjɔ̃
acclamerons	a.klam.ʁɔ̃
acclameront	a.klam.ʁɔ̃
acclames	a.klam
acclamez	a.kla.me
acclamiez	a.kla.mje
acclamions	a.kla.mjɔ̃
acclamons	a.kla.mɔ̃
acclimatation	a.kli.ma.ta.sjɔ̃
acclimatement	a.kli.mat.mɑ̃
acclimater	a.kli.ma.te
accointer	a.kwɛ̃.te
accolade	a.kɔ.lad
accolades	a.kɔ.lad
accolé	a.kɔ.le
accoler	a.kɔ.le
accombante	a.kɔ̃.bɑ̃t
accommodant	a.kɔ.mɔ.dɑ̃
accommodation	a.kɔ.mɔ.da.sjɔ̃
accommodatrice	a.kɔ.mɔ.da.tʁis
accommodement	a.kɔ.mɔd.mɑ̃
accommoder	a.kɔ.mɔ.de
accompagnateur	a.kɔ̃.pa.ɲa.tœʁ
accompagnateurs	a.kɔ̃.pa.ɲa.tœʁ
accompagnatrice	a.kɔ̃.pa.ɲa.tʁis
accompagnatrices	a.kɔ̃.pa.ɲa.tʁis
accompagné	a.kɔ̃.pa.ɲe
accompagnement	a.kɔ̃.paɲ.mɑ̃
accompagner	a.kɔ̃.pa.ɲe
accompli	a.kɔ̃.pli
accomplîmes	a.kɔ̃.plim
accomplir	a.kɔ̃.pliʁ
accomplira	a.kɔ̃.pli.ʁa
accomplirai	a.kɔ̃.pli.ʁe
accompliraient	a.kɔ̃.pli.ʁɛ
accomplirais	a.kɔ̃.pli.ʁɛ
accomplirait	a.kɔ̃.pli.ʁɛ
accompliras	a.kɔ̃.pli.ʁɑ
accomplirent	a.kɔ̃.pliʁ
accomplirez	a.kɔ̃.pli.ʁe
